admission_id,student_id,student_name,mobile_no,email,location,qualification,course,mode,admission_date,attended_by,status
ADM0377,STU0377,Jasim Babu,9462374496,jasim.babu377@gmail.com,Thrissur,PG,Python Full Stack Development,Online,6/13/2024,Shivaprasad,Not Admitted
ADM0378,STU0378,Nihal Nair,9279721795,nihal.nair378@gmail.com,Kochi,Diploma,Digital Marketing,Offline,6/14/2024,Baiju,Not Admitted
ADM0379,STU0379,Ameen P,9712249517,ameen.p379@gmail.com,Palakkad,PG,DevOps,Online,6/15/2024,Shivaprasad,Not Admitted
ADM0380,STU0380,Fida Babu,9457736578,fida.babu380@gmail.com,Kannur,Working Professional,DevOps,Online,6/16/2024,Praveena,Not Admitted
ADM0381,STU0381,Sreya Ali,9223515142,sreya.ali381@gmail.com,Kottayam,UG,Digital Marketing,Offline,6/17/2024,Praveena,Not Admitted
ADM0382,STU0382,Ameen K,9220153292,ameen.k382@gmail.com,Kottayam,Working Professional,Python Full Stack Development,Online,6/18/2024,Rifana,Not Admitted
ADM0383,STU0383,Ameen Ali,9170773819,ameen.ali383@gmail.com,Kottayam,Diploma,Digital Marketing,Online,6/19/2024,Praveena,Not Admitted
ADM0384,STU0384,Riya Das,9998359660,riya.das384@gmail.com,Trivandrum,Working Professional,UI/UX Design,Online,6/20/2024,Shivaprasad,Not Admitted
ADM0385,STU0385,Farhan Babu,9425226921,farhan.babu385@gmail.com,Palakkad,PG,Data Science with Python,Offline,6/21/2024,Shivaprasad,Not Admitted
ADM0386,STU0386,Nihal Babu,9367556970,nihal.babu386@gmail.com,Kochi,Diploma,Python Full Stack Development,Online,6/22/2024,Praveena,Not Admitted
ADM0387,STU0387,Ameen Nair,9276863554,ameen.nair387@gmail.com,Palakkad,UG,Data Science with Python,Offline,6/23/2024,Rifana,Not Admitted
ADM0388,STU0388,Jasim Nair,9409688082,jasim.nair388@gmail.com,Trivandrum,PG,Data Science with Python,Online,6/24/2024,Rifana,Not Admitted
ADM0389,STU0389,Safa P,9145213575,safa.p389@gmail.com,Calicut,UG,MERN Stack Development,Offline,6/25/2024,Praveena,Not Admitted
ADM0390,STU0390,Jasim Babu,9759647032,jasim.babu390@gmail.com,Palakkad,UG,Data Science with Python,Online,6/26/2024,Praveena,Not Admitted
ADM0391,STU0391,Ameen Babu,9177416189,ameen.babu391@gmail.com,Calicut,Diploma,MERN Stack Development,Online,6/27/2024,Shivaprasad,Not Admitted
ADM0392,STU0392,Jasim Das,9204956319,jasim.das392@gmail.com,Kottayam,Working Professional,DevOps,Offline,6/28/2024,Shivaprasad,Not Admitted
ADM0393,STU0393,Jasim K,9479884485,jasim.k393@gmail.com,Kochi,PG,DevOps,Online,6/29/2024,Baiju,Not Admitted
ADM0394,STU0394,Riya Kumar,9840896388,riya.kumar394@gmail.com,Kannur,Diploma,MERN Stack Development,Offline,6/30/2024,Rifana,Not Admitted
ADM0395,STU0395,Midhun Das,9207288143,midhun.das395@gmail.com,Kottayam,Diploma,Data Science with Python,Offline,7/1/2024,Shivaprasad,Not Admitted
ADM0396,STU0396,Riya Raj,9587415138,riya.raj396@gmail.com,Palakkad,UG,Python Full Stack Development,Offline,7/2/2024,Rifana,Not Admitted
ADM0397,STU0397,Ameen Raj,9795344389,ameen.raj397@gmail.com,Kottayam,Working Professional,Digital Marketing,Offline,7/3/2024,Praveena,Not Admitted
ADM0398,STU0398,Fida Raj,9629784101,fida.raj398@gmail.com,Thrissur,Working Professional,Data Science with Python,Online,7/4/2024,Rifana,Not Admitted
ADM0399,STU0399,Fida K,9340688370,fida.k399@gmail.com,Trivandrum,Working Professional,Digital Marketing,Online,7/5/2024,Praveena,Not Admitted
ADM0400,STU0400,Adil P,9709738925,adil.p400@gmail.com,Kottayam,PG,Data Science with Python,Offline,7/6/2024,Rifana,Not Admitted
ADM0401,STU0401,Jasim Raj,9115719408,jasim.raj401@gmail.com,Kochi,Diploma,UI/UX Design,Offline,7/7/2024,Baiju,Not Admitted
ADM0402,STU0402,Sreya Nair,9202848145,sreya.nair402@gmail.com,Kannur,Working Professional,DevOps,Offline,7/8/2024,Shivaprasad,Not Admitted
ADM0403,STU0403,Sreya Kumar,9277035575,sreya.kumar403@gmail.com,Kottayam,Working Professional,MERN Stack Development,Offline,7/9/2024,Shivaprasad,Not Admitted
ADM0404,STU0404,Midhun K,9603921510,midhun.k404@gmail.com,Calicut,UG,MERN Stack Development,Offline,7/10/2024,Baiju,Not Admitted
ADM0405,STU0405,Midhun Babu,9306305659,midhun.babu405@gmail.com,Kochi,Diploma,Python Full Stack Development,Offline,7/11/2024,Rifana,Not Admitted
ADM0406,STU0406,Nihal Raj,9830076681,nihal.raj406@gmail.com,Kottayam,UG,Python Full Stack Development,Offline,7/12/2024,Rifana,Not Admitted
ADM0407,STU0407,Farhan Ali,9567043001,farhan.ali407@gmail.com,Calicut,Diploma,Digital Marketing,Online,7/13/2024,Shivaprasad,Not Admitted
ADM0408,STU0408,Sreya Ali,9401812000,sreya.ali408@gmail.com,Trivandrum,PG,UI/UX Design,Offline,7/14/2024,Rifana,Not Admitted
ADM0409,STU0409,Sreya P,9169788294,sreya.p409@gmail.com,Trivandrum,Diploma,MERN Stack Development,Offline,7/15/2024,Praveena,Not Admitted
ADM0410,STU0410,Sreya K,9873415504,sreya.k410@gmail.com,Palakkad,Diploma,MERN Stack Development,Offline,7/16/2024,Baiju,Not Admitted
ADM0411,STU0411,Riya K,9248541251,riya.k411@gmail.com,Palakkad,PG,DevOps,Offline,7/17/2024,Shivaprasad,Not Admitted
ADM0412,STU0412,Nihal Kumar,9114716934,nihal.kumar412@gmail.com,Kochi,Diploma,DevOps,Online,7/18/2024,Praveena,Not Admitted
ADM0413,STU0413,Midhun Raj,9537590698,midhun.raj413@gmail.com,Calicut,UG,UI/UX Design,Online,7/19/2024,Rifana,Not Admitted
ADM0414,STU0414,Safa K,9920474125,safa.k414@gmail.com,Kottayam,UG,Python Full Stack Development,Offline,7/20/2024,Praveena,Not Admitted
ADM0415,STU0415,Safa Kumar,9689383700,safa.kumar415@gmail.com,Thrissur,PG,UI/UX Design,Offline,7/21/2024,Shivaprasad,Not Admitted
ADM0416,STU0416,Nihal Nair,9809446462,nihal.nair416@gmail.com,Palakkad,Diploma,DevOps,Offline,7/22/2024,Rifana,Not Admitted
ADM0417,STU0417,Jasim P,9150320719,jasim.p417@gmail.com,Kannur,Diploma,Python Full Stack Development,Offline,7/23/2024,Rifana,Not Admitted
ADM0418,STU0418,Ameen Raj,9986039118,ameen.raj418@gmail.com,Palakkad,UG,Python Full Stack Development,Offline,7/24/2024,Baiju,Not Admitted
ADM0419,STU0419,Fida Das,9321437034,fida.das419@gmail.com,Calicut,PG,Digital Marketing,Online,7/25/2024,Rifana,Not Admitted
ADM0420,STU0420,Ameen Ali,9398745637,ameen.ali420@gmail.com,Palakkad,Diploma,Data Science with Python,Online,7/26/2024,Rifana,Not Admitted
ADM0421,STU0421,Sreya Raj,9525847469,sreya.raj421@gmail.com,Kochi,PG,Python Full Stack Development,Offline,7/27/2024,Baiju,Not Admitted
ADM0422,STU0422,Jasim Raj,9299223121,jasim.raj422@gmail.com,Trivandrum,Working Professional,MERN Stack Development,Offline,7/28/2024,Rifana,Not Admitted
ADM0423,STU0423,Midhun Babu,9771531399,midhun.babu423@gmail.com,Thrissur,PG,Data Science with Python,Offline,7/29/2024,Baiju,Not Admitted
ADM0424,STU0424,Safa Nair,9499847352,safa.nair424@gmail.com,Calicut,UG,UI/UX Design,Online,7/30/2024,Baiju,Not Admitted
ADM0425,STU0425,Fida Nair,9281853417,fida.nair425@gmail.com,Kottayam,UG,MERN Stack Development,Online,7/31/2024,Praveena,Not Admitted
ADM0426,STU0426,Fida Ali,9370778663,fida.ali426@gmail.com,Kochi,Working Professional,UI/UX Design,Offline,8/1/2024,Shivaprasad,Not Admitted
ADM0427,STU0427,Midhun Ali,9109600128,midhun.ali427@gmail.com,Palakkad,Diploma,UI/UX Design,Offline,8/2/2024,Rifana,Not Admitted
ADM0428,STU0428,Jasim Nair,9823818197,jasim.nair428@gmail.com,Palakkad,PG,Python Full Stack Development,Online,8/3/2024,Praveena,Not Admitted
ADM0429,STU0429,Jasim Raj,9662992766,jasim.raj429@gmail.com,Calicut,Working Professional,MERN Stack Development,Online,8/4/2024,Rifana,Not Admitted
ADM0430,STU0430,Riya P,9880679989,riya.p430@gmail.com,Kannur,UG,Data Science with Python,Offline,8/5/2024,Baiju,Not Admitted
ADM0431,STU0431,Ameen Nair,9987710457,ameen.nair431@gmail.com,Kannur,PG,DevOps,Online,8/6/2024,Praveena,Not Admitted
ADM0432,STU0432,Ameen Kumar,9732876943,ameen.kumar432@gmail.com,Thrissur,PG,DevOps,Offline,8/7/2024,Shivaprasad,Not Admitted
ADM0433,STU0433,Riya Nair,9211457897,riya.nair433@gmail.com,Calicut,Diploma,DevOps,Online,8/8/2024,Rifana,Not Admitted
ADM0434,STU0434,Jasim Ali,9727842980,jasim.ali434@gmail.com,Kottayam,PG,Python Full Stack Development,Online,8/9/2024,Shivaprasad,Not Admitted
ADM0435,STU0435,Ameen K,9346261062,ameen.k435@gmail.com,Kannur,Diploma,UI/UX Design,Online,8/10/2024,Praveena,Not Admitted
ADM0436,STU0436,Adil Nair,9391992069,adil.nair436@gmail.com,Kottayam,Diploma,Digital Marketing,Online,8/11/2024,Rifana,Not Admitted
ADM0437,STU0437,Riya Kumar,9227417145,riya.kumar437@gmail.com,Calicut,Diploma,UI/UX Design,Online,8/12/2024,Rifana,Not Admitted
ADM0438,STU0438,Ameen P,9142266009,ameen.p438@gmail.com,Kottayam,PG,Digital Marketing,Online,8/13/2024,Shivaprasad,Not Admitted
ADM0439,STU0439,Midhun Kumar,9511824061,midhun.kumar439@gmail.com,Calicut,Diploma,UI/UX Design,Offline,8/14/2024,Praveena,Not Admitted
ADM0440,STU0440,Nihal Ali,9956547754,nihal.ali440@gmail.com,Kannur,Working Professional,Data Science with Python,Online,8/15/2024,Rifana,Not Admitted
ADM0441,STU0441,Riya Das,9884059996,riya.das441@gmail.com,Palakkad,UG,DevOps,Offline,8/16/2024,Baiju,Not Admitted
ADM0442,STU0442,Ameen Nair,9623578079,ameen.nair442@gmail.com,Calicut,Diploma,MERN Stack Development,Online,8/17/2024,Rifana,Not Admitted
ADM0443,STU0443,Fida Das,9984538185,fida.das443@gmail.com,Kottayam,Diploma,Python Full Stack Development,Online,8/18/2024,Rifana,Not Admitted
ADM0444,STU0444,Ameen Ali,9915589415,ameen.ali444@gmail.com,Trivandrum,Working Professional,Digital Marketing,Online,8/19/2024,Shivaprasad,Not Admitted
ADM0445,STU0445,Adil Ali,9638034927,adil.ali445@gmail.com,Kannur,Working Professional,DevOps,Online,8/20/2024,Praveena,Not Admitted
ADM0446,STU0446,Farhan K,9922280581,farhan.k446@gmail.com,Trivandrum,UG,MERN Stack Development,Online,8/21/2024,Shivaprasad,Not Admitted
ADM0447,STU0447,Adil Ali,9473458726,adil.ali447@gmail.com,Kannur,PG,DevOps,Offline,8/22/2024,Baiju,Not Admitted
ADM0448,STU0448,Nihal Ali,9795436105,nihal.ali448@gmail.com,Trivandrum,PG,UI/UX Design,Online,8/23/2024,Baiju,Not Admitted
ADM0449,STU0449,Midhun Das,9448178418,midhun.das449@gmail.com,Trivandrum,Diploma,UI/UX Design,Online,8/24/2024,Rifana,Not Admitted
ADM0450,STU0450,Riya P,9306206228,riya.p450@gmail.com,Calicut,UG,Digital Marketing,Offline,8/25/2024,Baiju,Not Admitted
ADM0451,STU0451,Adil Raj,9117882033,adil.raj451@gmail.com,Kochi,UG,Data Science with Python,Online,8/26/2024,Praveena,Not Admitted
ADM0452,STU0452,Nihal Ali,9560289553,nihal.ali452@gmail.com,Calicut,Working Professional,Data Science with Python,Offline,8/27/2024,Praveena,Not Admitted
ADM0453,STU0453,Nihal Das,9339113910,nihal.das453@gmail.com,Thrissur,Working Professional,Data Science with Python,Offline,8/28/2024,Shivaprasad,Not Admitted
ADM0454,STU0454,Midhun Babu,9492200930,midhun.babu454@gmail.com,Thrissur,UG,UI/UX Design,Offline,8/29/2024,Baiju,Not Admitted
ADM0455,STU0455,Adil Kumar,9403621752,adil.kumar455@gmail.com,Kannur,PG,DevOps,Online,8/30/2024,Praveena,Not Admitted
ADM0456,STU0456,Sreya Raj,9318424098,sreya.raj456@gmail.com,Kottayam,Diploma,UI/UX Design,Online,8/31/2024,Praveena,Not Admitted
ADM0457,STU0457,Midhun Ali,9720577225,midhun.ali457@gmail.com,Kannur,UG,UI/UX Design,Online,9/1/2024,Praveena,Not Admitted
ADM0458,STU0458,Sreya Kumar,9648156326,sreya.kumar458@gmail.com,Kottayam,PG,DevOps,Online,9/2/2024,Shivaprasad,Not Admitted
ADM0459,STU0459,Farhan Kumar,9994756367,farhan.kumar459@gmail.com,Trivandrum,Diploma,MERN Stack Development,Online,9/3/2024,Rifana,Not Admitted
ADM0460,STU0460,Nihal Kumar,9873223058,nihal.kumar460@gmail.com,Kottayam,PG,DevOps,Offline,9/4/2024,Praveena,Not Admitted
ADM0461,STU0461,Fida Kumar,9557795386,fida.kumar461@gmail.com,Thrissur,Working Professional,MERN Stack Development,Online,9/5/2024,Praveena,Not Admitted
ADM0462,STU0462,Safa Das,9925862096,safa.das462@gmail.com,Palakkad,PG,Python Full Stack Development,Online,9/6/2024,Shivaprasad,Not Admitted
ADM0463,STU0463,Sreya Babu,9863902740,sreya.babu463@gmail.com,Kannur,Diploma,UI/UX Design,Offline,9/7/2024,Baiju,Not Admitted
ADM0464,STU0464,Fida Nair,9307924485,fida.nair464@gmail.com,Kochi,Diploma,UI/UX Design,Online,9/8/2024,Baiju,Not Admitted
ADM0465,STU0465,Farhan Das,9902590918,farhan.das465@gmail.com,Kochi,UG,Digital Marketing,Offline,9/9/2024,Shivaprasad,Not Admitted
ADM0466,STU0466,Riya K,9375222689,riya.k466@gmail.com,Kottayam,PG,Data Science with Python,Offline,9/10/2024,Baiju,Not Admitted
ADM0467,STU0467,Ameen Babu,9300719483,ameen.babu467@gmail.com,Palakkad,Working Professional,UI/UX Design,Online,9/11/2024,Praveena,Not Admitted
ADM0468,STU0468,Safa Raj,9422102794,safa.raj468@gmail.com,Trivandrum,Working Professional,UI/UX Design,Offline,9/12/2024,Rifana,Not Admitted
ADM0469,STU0469,Safa K,9336528327,safa.k469@gmail.com,Trivandrum,Working Professional,Digital Marketing,Offline,9/13/2024,Praveena,Not Admitted
ADM0470,STU0470,Nihal Raj,9552791148,nihal.raj470@gmail.com,Kochi,UG,Digital Marketing,Offline,9/14/2024,Praveena,Not Admitted
ADM0471,STU0471,Ameen Nair,9586101490,ameen.nair471@gmail.com,Trivandrum,Working Professional,Python Full Stack Development,Offline,9/15/2024,Shivaprasad,Not Admitted
ADM0472,STU0472,Jasim K,9715201830,jasim.k472@gmail.com,Kochi,Working Professional,Python Full Stack Development,Offline,9/16/2024,Rifana,Not Admitted
ADM0473,STU0473,Sreya P,9965712098,sreya.p473@gmail.com,Trivandrum,Working Professional,DevOps,Offline,9/17/2024,Baiju,Not Admitted
ADM0474,STU0474,Sreya Ali,9911293965,sreya.ali474@gmail.com,Palakkad,PG,Python Full Stack Development,Online,9/18/2024,Praveena,Not Admitted
